Famiglia,Corso,Lezione,PDF,AVI,JNT,CAMREC,CAMPROJ,Note
AM1,AM1_15,3,SI,SI,SI,?,--,
AM1,AM1_15,4,SI,SI,SI,?,--,
AM1,AM1_15,5,SI,SI,SI,?,--,
AM1,AM1_15,6,SI,SI,SI,?,--,
AM1,AM1_15,7,SI,SI,SI,?,--,
AM1,AM1_15,8,SI,SI,SI,?,--,
AM1,AM1_15,9,SI,SI,SI,?,--,
AM1,AM1_15,10,SI,SI,SI,?,--,
AM1,AM1_15,11,SI,SI,SI,?,--,
AM1,AM1_15,12,SI,SI,SI,?,--,
AM1,AM1_15,13,SI,SI,SI,?,--,
AM1,AM1_15,14,SI,SI,SI,?,--,
AM1,AM1_15,15,SI,SI,SI,?,--,
AM1,AM1_15,16,SI,SI,SI,?,--,
AM1,AM1_15,17,SI,SI,SI,?,--,
AM1,AM1_15,18,SI,SI,SI,?,--,
AM1,AM1_15,19,SI,SI,SI,?,--,
AM1,AM1_15,20,SI,SI,SI,?,--,
AM1,AM1_15,21,SI,SI,SI,?,--,
AM1,AM1_15,22,SI,SI,SI,?,--,
AM1,AM1_15,23,SI,SI,SI,?,--,
AM1,AM1_15,24,SI,SI,SI,?,--,
AM1,AM1_15,25,SI,SI,SI,?,--,
AM1,AM1_15,26,SI,SI,SI,?,--,
AM1,AM1_15,27,SI,SI,SI,?,--,
AM1,AM1_15,28,SI,SI,SI,?,--,
AM1,AM1_15,29,SI,SI,SI,?,--,
AM1,AM1_15,30,SI,SI,SI,?,--,
AM1,AM1_15,31,SI,SI,SI,?,--,
AM1,AM1_15,32,SI,SI,SI,?,--,
AM1,AM1_15,33,SI,SI,SI,?,--,
AM1,AM1_15,34,SI,SI,SI,?,--,
AM1,AM1_15,35,SI,SI,SI,?,--,
AM1,AM1_15,36,SI,SI,SI,?,--,
AM1,AM1_15,37,SI,SI,SI,?,--,
AM1,AM1_15,38,SI,SI,SI,?,--,
AM1,AM1_15,39,SI,SI,SI,?,--,
AM1,AM1_15,40,SI,SI,SI,?,--,
AM1,AM1_15,41,SI,SI,SI,?,--,
AM1,AM1_15,42,SI,SI,SI,?,--,
AM1,AM1_15,43,SI,SI,SI,?,--,
AM1,AM1_15,44,SI,SI,SI,?,--,
AM1,AM1_15,45,SI,SI,SI,?,--,
AM1,AM1_15,46,SI,SI,SI,?,--,
AM1,AM1_15,47,SI,SI,SI,?,--,
AM1,AM1_15,48,SI,SI,SI,?,--,
AM1,AM1_15,49,SI,SI,SI,?,--,
AM1,AM1_15,50,SI,SI,SI,?,--,
AM1,AM1_15,51,SI,SI,SI,?,--,
AM1,AM1_15,52,SI,SI,SI,?,--,
AM1,AM1_15,53,SI,SI,SI,?,--,
AM1,AM1_15,54,SI,SI,SI,?,--,
AM1,AM1_15,55,SI,SI,SI,?,--,
AM1,AM1_15,56,SI,SI,SI,?,--,
AM1,AM1_15,57,SI,SI,SI,?,--,
AM1,AM1_15,58,SI,SI,SI,?,--,
AM1,AM1_15,59,SI,SI,SI,?,--,
AM1,AM1_15,60,SI,SI,SI,?,--,
AM1,AM1_15,61,SI,SI,SI,?,--,
AM1,AM1_15,62,SI,SI,SI,?,--,
AM1,AM1_15,63,SI,SI,SI,?,--,
AM1,AM1_15,64,SI,SI,SI,?,--,
AM1,AM1_15,65,SI,SI,SI,?,--,
AM1,AM1_15,66,SI,SI,SI,?,--,
AM1,AM1_15,67,SI,SI,SI,?,--,
AM1,AM1_15,68,SI,SI,SI,?,--,
AM1,AM1_15,69,SI,SI,SI,?,--,
AM1,AM1_15,70,SI,SI,SI,?,--,
AM1,AM1_15,71,SI,SI,SI,?,--,
AM1,AM1_15,72,SI,SI,SI,?,--,
AM1,AM1_15,73,SI,SI,SI,?,--,
AM1,AM1_15,74,SI,SI,SI,?,--,
AM1,AM1_15,75,SI,SI,SI,?,--,
AM1,AM1_15,76,SI,SI,SI,?,--,
AM1,AM1_15,77,SI,SI,SI,?,--,
AM1,AM1_15,78,SI,SI,SI,?,--,
AM1,AM1_15,79,SI,SI,SI,?,--,
AM1,AM1_15,80,SI,SI,SI,?,--,
AM1,AM1_15,81,SI,SI,SI,?,--,
AM1,AM1_15,82,SI,SI,SI,?,--,
AM1,AM1_15,83,SI,SI,SI,?,--,
AM1,AM1_15,84,SI,SI,SI,?,--,
AM1,AM1_15,85,SI,SI,SI,?,--,
AM1,AM1_15,86,SI,SI,SI,?,--,
AM1,AM1_15,87,SI,SI,SI,?,--,
AM1,AM1_15,88,SI,SI,SI,?,--,
AM1,AM1_15,89,SI,SI,SI,?,--,
AM1,AM1_15,90,SI,SI,SI,?,--,
AM1,AM1_15,91,SI,SI,SI,?,--,
AM1,AM1_15,92,SI,SI,SI,?,--,
AM1,AM1_15,93,SI,SI,SI,?,--,
AM1,AM1_15,94,SI,SI,SI,?,--,
AM1,AM1_15,95,SI,SI,SI,?,--,
AM1,AM1_15,96,SI,SI,SI,?,--,
AM1,AM1_15,97,SI,SI,SI,?,--,
AM1,AM1_15,98,SI,SI,SI,?,--,
AM1,AM1_15,99,SI,SI,SI,?,--,
AM1,AM1_15,100,SI,SI,SI,?,--,
AM1,AM1_15,101,SI,SI,SI,?,--,
AM1,AM1_15,102,SI,SI,SI,?,--,
AM1,AM1_15,103,SI,SI,SI,?,--,
AM1,AM1_15,104,SI,SI,SI,?,--,
AM1,AM1_15,105,SI,SI,SI,?,--,
AM1,AM1_15,106,SI,SI,SI,?,--,
AM1,AM1_15,107,SI,SI,SI,?,--,
AM1,AM1_15,108,SI,SI,SI,?,--,
AM1,AM1_15,109,SI,SI,SI,?,--,
AM1,AM1_15,110,SI,SI,SI,?,--,
AM1,AM1_15,111,SI,SI,SI,?,--,
AM1,AM1_15,112,SI,SI,SI,?,--,
AM1,AM1_15,113,SI,SI,SI,?,--,
AM1,AM1_15,114,SI,SI,SI,?,--,
AM1,AM1_15,115,SI,SI,SI,?,--,
AM1,AM1_15,116,SI,SI,SI,?,--,
AM1,AM1_15,117,SI,SI,SI,?,--,
AM1,AM1_15,118,SI,SI,SI,?,--,
AM1,AM1_15,119,SI,SI,SI,?,--,
AM1,AM1_15,120,SI,SI,SI,?,--,
AM1,AM1_15,121,SI,SI,SI,?,--,
AM1,AM1_15,122,SI,SI,SI,?,--,
AM1,AM1_15,123,SI,SI,SI,?,--,
AM1,AM1_15,124,SI,SI,SI,?,--,
AM1,AM1_15,125,SI,SI,SI,?,--,
AM1,AM1_15,126,SI,SI,SI,?,--,
AM1,AM1_15,127,SI,SI,SI,?,--,
AM1,AM1_15,128,SI,SI,SI,?,--,
AM1,AM1_15,129,SI,SI,SI,?,--,
AM1,AM1_15,130,SI,SI,SI,?,--,
AM1,AM1_15,131,SI,SI,SI,?,--,
AM1,AM1_15,132,SI,SI,SI,?,--,
AM1,AM1_15,133,SI,SI,SI,?,--,
AM1,AM1_17,1,SI,SI,SI,SI,--,
AM1,AM1_17,2,SI,SI,SI,SI,--,
AM1,AM1_17,3,SI,SI,SI,SI,--,
AM1,AM1_17,4,SI,SI,SI,SI,--,
AM1,AM1_17,5,SI,SI,SI,SI,--,
AM1,AM1_17,6,SI,SI,SI,SI,SI,
AM1,AM1_17,7,SI,SI,SI,SI,--,
AM1,AM1_17,8,SI,SI,SI,SI,--,
AM1,AM1_17,9,SI,SI,SI,SI,--,
AM1,AM1_17,10,SI,SI,SI,SI,--,
AM1,AM1_17,11,SI,SI,SI,SI,--,
AM1,AM1_17,12,SI,SI,SI,SI,--,
AM1,AM1_17,13,SI,SI,SI,SI,--,
AM1,AM1_17,14,SI,SI,SI,SI,--,
AM1,AM1_17,15,SI,SI,SI,SI,--,
AM1,AM1_17,16,SI,SI,SI,SI,--,
AM1,AM1_17,17,SI,SI,SI,SI,--,
AM1,AM1_17,18,SI,SI,SI,SI,--,
AM1,AM1_17,19,SI,SI,SI,SI,--,
AM1,AM1_17,20,SI,SI,SI,SI,--,
AM1,AM1_17,21,SI,SI,SI,SI,--,
AM1,AM1_17,22,SI,SI,SI,SI,--,
AM1,AM1_17,23,SI,SI,SI,SI,--,
AM1,AM1_17,24,SI,SI,SI,SI,--,
AM1,AM1_17,25,SI,SI,SI,SI,--,
AM1,AM1_17,26,SI,SI,SI,SI,--,
AM1,AM1_17,27,SI,SI,SI,SI,--,
AM1,AM1_17,28,SI,SI,SI,SI,--,
AM1,AM1_17,29,SI,SI,SI,SI,--,
AM1,AM1_17,30,SI,SI,SI,SI,--,
AM1,AM1_17,31,SI,SI,SI,SI,--,
AM1,AM1_17,32,SI,SI,SI,SI,--,
AM1,AM1_17,33,SI,SI,SI,SI,--,
AM1,AM1_17,34,SI,SI,SI,SI,--,
AM1,AM1_17,35,SI,SI,SI,SI,--,
AM1,AM1_17,36,SI,SI,SI,SI,--,
AM1,AM1_17,37,SI,SI,SI,SI,--,
AM1,AM1_17,38,SI,SI,SI,SI,--,
AM1,AM1_17,39,SI,SI,SI,SI,--,
AM1,AM1_17,40,SI,SI,SI,SI,--,
AM1,AM1_17,41,SI,SI,SI,SI,--,
AM1,AM1_17,42,SI,SI,SI,SI,--,
AM1,AM1_17,43,SI,SI,SI,SI,--,
AM1,AM1_17,44,SI,SI,SI,SI,--,
AM1,AM1_17,45,SI,SI,SI,SI,--,
AM1,AM1_17,46,SI,SI,SI,SI,--,
AM1,AM1_17,47,SI,SI,SI,SI,--,
AM1,AM1_17,48,SI,SI,SI,SI,--,
AM1,AM1_17,49,SI,SI,SI,SI,--,
AM1,AM1_17,50,SI,SI,SI,SI,--,
AM1,AM1_17,51,SI,SI,SI,SI,--,
AM1,AM1_17,52,SI,SI,SI,SI,--,
AM1,AM1_17,53,SI,SI,SI,SI,--,
AM1,AM1_17,54,SI,SI,SI,SI,--,
AM1,AM1_17,55,SI,SI,SI,SI,--,
AM1,AM1_17,56,SI,SI,SI,SI,--,
AM1,AM1_17,57,SI,SI,SI,SI,--,
AM1,AM1_17,58,SI,SI,SI,SI,--,
AM1,AM1_17,59,SI,SI,SI,SI,--,
AM1,AM1_17,60,SI,SI,SI,SI,--,
AM1,AM1_17,61,SI,SI,SI,SI,--,
AM1,AM1_17,62,SI,SI,SI,SI,--,
AM1,AM1_17,63,SI,SI,SI,SI,--,
AM1,AM1_17,64,SI,SI,SI,SI,--,
AM1,AM1_17,65,SI,SI,SI,SI,--,
AM1,AM1_17,66,SI,SI,SI,SI,--,
AM1,AM1_17,67,SI,SI,SI,SI,--,
AM1,AM1_17,68,SI,SI,SI,SI,--,
AM1,AM1_17,69,SI,SI,SI,SI,--,
AM1,AM1_17,70,SI,SI,SI,SI,--,
AM1,AM1_17,71,SI,SI,SI,SI,--,
AM1,AM1_17,72,SI,SI,SI,SI,--,
AM1,AM1_17,73,SI,SI,SI,SI,--,
AM1,AM1_17,74,SI,SI,SI,SI,--,
AM1,AM1_17,75,SI,SI,SI,SI,--,
AM1,AM1_17,76,SI,SI,SI,SI,--,
AM1,AM1_17,77,SI,SI,SI,SI,--,
AM1,AM1_17,78,SI,SI,SI,SI,--,
AM1,AM1_17,79,SI,SI,SI,SI,--,
AM1,AM1_17,80,SI,SI,SI,SI,--,
AM1,AM1_17,81,SI,SI,SI,SI,--,
AM1,AM1_17,82,SI,SI,SI,SI,--,
AM1,AM1_17,83,SI,SI,SI,SI,--,
AM1,AM1_17,84,SI,SI,SI,SI,--,
AM1,AM1_17,85,SI,SI,SI,SI,--,
AM1,AM1_17,86,SI,SI,SI,SI,--,
AM1,AM1_17,87,SI,SI,SI,SI,--,
AM1,AM1_17,88,SI,SI,SI,SI,--,
AM1,AM1_17,89,SI,SI,SI,SI,--,
AM1,AM1_17,90,SI,SI,SI,SI,--,
AM1,AM1_17,91,SI,SI,SI,SI,--,
AM1,AM1_17,92,SI,SI,SI,SI,--,
AM1,AM1_17,93,SI,SI,SI,SI,--,
AM1,AM1_17,94,SI,SI,SI,SI,--,
AM1,AM1_17,95,SI,SI,SI,SI,--,
AM1,AM1_17,96,SI,SI,SI,SI,--,
AM1,AM1_17,97,SI,SI,SI,SI,--,
AM1,AM1_17,98,SI,SI,SI,SI,--,
AM1,AM1_17,99,SI,SI,SI,SI,--,
AM1,AM1_17,100,SI,SI,SI,SI,--,
AM1,AM1_17,101,SI,SI,SI,SI,--,
AM1,AM1_17,102,SI,SI,SI,SI,--,
AM1,AM1_17,103,SI,SI,SI,SI,--,
AM1,AM1_17,104,SI,SI,SI,SI,--,
AM1,AM1_17,105,SI,SI,SI,SI,--,
AM1,AM1_17,106,SI,SI,SI,SI,--,
AM1,AM1_17,107,SI,SI,SI,SI,--,
AM1,AM1_17,108,SI,SI,SI,SI,--,
AM1,AM1_17,109,SI,SI,SI,SI,--,
AM1,AM1_17,110,SI,SI,SI,SI,--,
AM1,AM1_17,111,SI,SI,SI,SI,--,
AM1,AM1_17,112,SI,SI,SI,SI,--,
AM1,AM1_17,113,SI,SI,SI,SI,--,
AM1,AM1_17,114,SI,SI,SI,SI,--,
AM1,AM1_17,115,SI,SI,SI,SI,--,
AM1,AM1_17,116,SI,SI,SI,SI,--,
AM1,AM1_17,117,SI,SI,SI,SI,--,
AM1,AM1_17,118,SI,SI,SI,SI,--,
AM1,AM1_17,119,SI,SI,SI,SI,--,
AM1,AM1_17,120,SI,SI,SI,SI,--,
AM1,AM1_17,121,SI,SI,SI,SI,--,
AM1,AM1_17,122,SI,SI,SI,SI,--,
AM1,AM1_17,123,SI,SI,SI,SI,--,
AM1,AM1_17,124,SI,SI,SI,SI,--,
AM1,AM1_17,125,SI,SI,SI,SI,--,
AM1,AM1_17,126,SI,SI,SI,SI,--,
AM1,AM1_17,127,SI,SI,SI,SI,--,
AM1,AM1_17,128,SI,SI,SI,SI,--,
AM1,AM1_17,129,SI,SI,SI,SI,--,
AM1,AM1_17,130,SI,SI,SI,SI,--,
AM1,AM1_17,131,SI,SI,SI,SI,--,
AM1,AM1_17,132,SI,SI,SI,SI,--,
AM1,AM1_17,133,SI,SI,SI,SI,--,
AM1,AM1_17,134,SI,SI,SI,SI,--,
AM1,AM1_17,135,SI,SI,SI,SI,--,
AM1,AM1_25,1,SI,SI,SI,SI,--,
AM1,AM1_25,2,NO,NO,NO,NO,NO,Lezione svolta alla lavagna per problemi tecnici; nessun materiale digitale prodotto
AM1,AM1_25,3,NO,NO,NO,NO,NO,Lezione svolta alla lavagna per problemi tecnici; nessun materiale digitale prodotto
AM1,AM1_25,4,SI,SI,SI,SI,--,
AM1,AM1_25,5,SI,SI,SI,SI,--,
AM1,AM1_25,6,SI,SI,SI,SI,--,
AM1,AM1_25,7,SI,SI,SI,SI,--,
AM1,AM1_25,8,SI,SI,SI,SI,--,
AM1,AM1_25,9,SI,SI,SI,SI,--,
AM1,AM1_25,10,SI,SI,SI,SI,--,
AM1,AM1_25,11,SI,SI,SI,SI,--,
AM1,AM1_25,12,SI,SI,SI,SI,--,
AM1,AM1_25,13,SI,SI,SI,SI,--,
AM1,AM1_25,14,SI,SI,SI,SI,--,
AM1,AM1_25,15,SI,SI,SI,SI,--,
AM1,AM1_25,16,SI,SI,SI,SI,--,
AM1,AM1_25,17,SI,SI,SI,SI,--,
AM1,AM1_25,18,SI,SI,SI,SI,--,
AM1,AM1_25,19,SI,SI,SI,SI,--,
AM1,AM1_25,20,SI,SI,SI,SI,--,
AM1,AM1_25,21,SI,SI,SI,SI,--,
AM1,AM1_25,22,SI,SI,SI,SI,--,
AM1,AM1_25,23,SI,SI,SI,SI,--,
AM1,AM1_25,24,SI,SI,SI,SI,--,
AM1,AM1_25,25,SI,SI,SI,SI,--,
AM1,AM1_25,26,SI,SI,SI,SI,--,
AM1,AM1_25,27,SI,SI,SI,SI,--,
AM1,AM1_25,28,SI,SI,SI,SI,--,
AM1,AM1_25,29,SI,SI,SI,SI,--,
AM1,AM1_25,30,SI,SI,SI,SI,--,
AM1,AM1_25,31,SI,SI,SI,SI,--,
AM1,AM1_25,32,SI,SI,SI,SI,--,
AM1,AM1_25,33,SI,SI,SI,SI,--,
AM1,AM1_25,34,SI,SI,SI,SI,--,
AM1,AM1_25,35,SI,SI,SI,SI,--,
AM1,AM1_25,36,SI,SI,SI,SI,--,
AM1,AM1_25,37,SI,SI,SI,SI,--,
AM1,AM1_25,38,SI,SI,SI,SI,--,
AM1,AM1_25,39,SI,SI,SI,SI,--,
AM1,AM1_25,40,SI,SI,SI,SI,--,
AM1,AM1_25,41,SI,SI,SI,SI,--,
AM1,AM1_25,42,SI,SI,SI,SI,--,
AM1,AM1_25,43,SI,SI,SI,SI,--,
AM1,AM1_25,44,SI,SI,SI,SI,--,
AM1,AM1_25,45,SI,SI,SI,SI,--,
AM1,AM1_25,46,SI,SI,SI,SI,--,
AM1,AM1_25,47,SI,SI,SI,SI,--,
AM1,AM1_25,48,SI,SI,SI,SI,--,
AM1,AM1_25,49,SI,SI,SI,SI,--,
AM1,AM1_25,50,SI,SI,SI,SI,--,
AM1,AM1_25,51,SI,SI,SI,SI,--,
AM1,AM1_25,52,SI,SI,SI,SI,--,
AM1,AM1_25,53,SI,SI,SI,SI,--,
AM1,AM1_25,54,SI,SI,SI,SI,--,
AM1,AM1_25,55,SI,SI,SI,SI,--,
AM1,AM1_25,56,SI,SI,SI,SI,--,
AM1,AM1_25,57,SI,SI,SI,SI,--,
AM1,AM1_25,58,SI,SI,SI,SI,--,
AM1,AM1_25,59,SI,SI,SI,SI,--,
AM1,AM1_25,60,SI,SI,SI,SI,--,
AM1,AM1_25,61,SI,SI,SI,SI,--,
AM1,AM1_25,62,SI,SI,SI,SI,--,
AM1,AM1_25,63,SI,SI,SI,SI,--,
AM1,AM1_25,64,SI,SI,SI,SI,--,
AM1,AM1_25,65,SI,SI,SI,SI,--,
AM1,AM1_25,66,SI,SI,SI,SI,--,
AM1,AM1_25,67,SI,SI,SI,SI,--,
AM1,AM1_25,68,SI,SI,SI,SI,--,
AM1,AM1_25,69,SI,SI,SI,SI,--,
AM1,AM1_25,70,SI,SI,SI,SI,--,
AM1,AM1_25,71,SI,SI,SI,SI,--,
AM1,AM1_25,72,SI,SI,SI,SI,--,
AM1,AM1_25,73,SI,SI,SI,SI,--,
AM1,AM1_25,74,SI,SI,SI,SI,--,
AM1,AM1_25,75,SI,SI,SI,SI,--,
AM1,AM1_25,76,SI,SI,SI,SI,--,
AM1,AM1_25,77,SI,SI,SI,SI,--,
AM1,AM1_25,78,SI,SI,SI,SI,--,
AM1,AM1_25,79,SI,SI,SI,SI,--,
AM1,AM1_25,80,SI,SI,SI,SI,--,
AM1,AM1_25,81,SI,SI,SI,SI,--,
AM1,AM1_25,82,SI,SI,SI,SI,--,
AM1,AM1_25,83,SI,SI,SI,SI,--,
AM1,AM1_25,84,SI,SI,SI,SI,--,
AM1,AM1_25,85,SI,SI,SI,SI,--,
AM1,AM1_25,86,SI,SI,SI,SI,--,
AM1,AM1_25,87,SI,SI,SI,SI,--,
AM1,AM1_25,88,SI,SI,SI,SI,--,
AM1,AM1_25,89,SI,SI,SI,SI,--,
AM1,AM1_25,90,SI,SI,SI,SI,--,
AM1,AM1_25,91,SI,SI,SI,SI,--,
AM1,AM1_25,92,SI,SI,SI,SI,--,
AM1,AM1_25,93,SI,SI,SI,SI,--,
AM1,AM1_25,94,SI,SI,SI,SI,--,
AM1,AM1_25,95,SI,SI,SI,SI,--,
AM1,AM1_25,96,SI,SI,SI,SI,--,
AM1,AM1_25,97,SI,SI,SI,SI,--,
AM1,AM1_25,98,SI,SI,SI,SI,--,
AM1,AM1_25,99,SI,SI,SI,SI,--,
AM1,AM1_25,100,SI,SI,SI,SI,--,
AM1,AM1_25,101,SI,SI,SI,SI,--,
AM1,AM1_25,102,SI,SI,SI,SI,--,
AM1,AM1_25,103,SI,SI,SI,SI,--,
AM1,AM1_25,104,SI,SI,SI,SI,--,
AM1,AM1_25,105,SI,SI,SI,SI,--,
AM1,AM1_25,106,SI,SI,SI,SI,--,
AM1,AM1_25,107,SI,SI,SI,SI,--,
AM1,AM1_25,108,SI,SI,SI,SI,--,
AM1,AM1_25,109,SI,SI,SI,SI,--,
AM1,AM1_25,110,SI,SI,SI,SI,--,
AM1,AM1_25,111,SI,SI,SI,SI,--,
AM1,AM1_25,112,SI,SI,SI,SI,--,
AM1,AM1_25,113,SI,SI,SI,SI,--,
AM1,AM1_25,114,SI,SI,SI,SI,--,
AM1,AM1_25,115,SI,SI,SI,SI,--,
AM1,AM1_25,116,SI,SI,SI,SI,--,
AM1,AM1_25,117,SI,SI,SI,SI,--,
AM1,AM1_25,118,SI,SI,SI,SI,--,
AM1,AM1_25,119,SI,SI,SI,SI,--,
AM1,AM1_25,120,SI,SI,SI,SI,--,
AM1,AM1_26,1,SI,SI,SI,SI,--,
AM1,AM1_26,2,SI,SI,SI,SI,--,
AM1,AM1_26,3,SI,SI,SI,SI,--,
AM1,AM1_26,4,SI,SI,SI,SI,--,
AM1,AM1_26,5,SI,SI,SI,SI,--,
AM1,AM1_26,6,SI,SI,SI,SI,--,
AM1,AM1_26,7,SI,SI,SI,SI,--,
AM1,AM1_26,8,SI,SI,SI,SI,--,
AM1,AM1_26,9,SI,SI,SI,SI,--,
AM1,AM1_26,10,SI,SI,SI,SI,--,
AM1,AM1_26,11,SI,SI,SI,SI,--,
AM1,AM1_26,12,SI,SI,SI,?,SI,
AM1,AM1_26,13,SI,SI,SI,SI,--,
AM1,AM1_26,14,SI,SI,SI,SI,--,
AM1,AM1_26,15,SI,SI,SI,SI,--,
AM1,AM1_26,16,SI,SI,SI,SI,--,
AM1,AM1_26,17,SI,SI,SI,SI,--,
AM1,AM1_26,18,SI,SI,SI,SI,--,
AM1,AM1_26,19,SI,SI,SI,SI,--,
AM1,AM1_26,20,SI,SI,SI,SI,--,
AM1,AM1_26,21,SI,SI,SI,SI,--,
AM1,AM1_26,22,SI,SI,SI,SI,--,
AM1,AM1_26,23,SI,SI,SI,SI,--,
AM1,AM1_26,24,SI,SI,SI,SI,--,
AM1,AM1_26,25,SI,SI,SI,SI,--,
AM1,AM1_26,26,SI,SI,SI,SI,--,
AM1,AM1_26,27,SI,SI,SI,SI,--,
AM1,AM1_26,28,SI,SI,SI,SI,--,
AM1,AM1_26,29,SI,SI,SI,SI,--,
AM1,AM1_26,30,SI,SI,SI,SI,--,
AM1,AM1_26,31,SI,SI,SI,SI,--,
AM1,AM1_26,32,SI,SI,SI,SI,--,
AM1,AM1_26,33,SI,SI,SI,SI,--,
AM1,AM1_26,34,SI,SI,SI,SI,--,
AM1,AM1_26,35,SI,SI,SI,SI,--,
AM1,AM1_26,36,SI,SI,SI,SI,--,
AM1,AM1_26,37,SI,SI,SI,SI,--,
AM1,AM1_26,38,SI,SI,SI,SI,--,
AM1,AM1_26,39,SI,SI,SI,SI,--,
AM1,AM1_26,40,SI,SI,SI,SI,--,
AM1,AM1_26,41,SI,SI,SI,SI,--,
AM1,AM1_26,42,SI,SI,SI,SI,--,
AM1,AM1_26,43,SI,SI,SI,SI,--,
AM1,AM1_26,44,SI,SI,SI,SI,--,
AM1,AM1_26,45,SI,SI,SI,SI,--,
AM1,AM1_26,46,SI,SI,SI,SI,--,
AM1,AM1_26,47,SI,SI,SI,SI,--,
AM1,AM1_26,48,SI,SI,SI,SI,--,
AM1,AM1_26,49,SI,SI,SI,SI,--,
AM1,AM1_26,50,SI,SI,SI,SI,--,
AM1,AM1_26,51,SI,SI,SI,SI,--,
AM1,AM1_26,52,SI,SI,SI,SI,--,
AM1,AM1_26,53,SI,SI,SI,SI,--,
AM1,AM1_26,54,SI,SI,SI,SI,--,
AM1,AM1_26,55,SI,SI,SI,SI,--,
AM1,AM1_26,56,SI,SI,SI,SI,--,
AM1,AM1_26,57,SI,SI,SI,SI,--,
AM1,AM1_26,58,SI,SI,SI,SI,--,
AM1,AM1_26,59,SI,SI,SI,SI,--,
AM1,AM1_26,60,SI,SI,SI,SI,--,
AM1,AM1_26,61,SI,SI,SI,SI,--,
AM1,AM1_26,62,SI,SI,SI,SI,--,
AM1,AM1_26,63,SI,SI,SI,SI,--,
AM1,AM1_26,64,SI,SI,SI,SI,--,
AM1,AM1_26,65,SI,SI,SI,SI,--,
AM1,AM1_26,66,SI,SI,SI,SI,--,
AM1,AM1_26,67,SI,SI,SI,SI,--,
AM1,AM1_26,68,SI,SI,SI,SI,--,
AM1,AM1_26,69,SI,SI,SI,SI,--,
AM1,AM1_26,70,SI,SI,SI,SI,--,
AM1,AM1_26,71,SI,SI,SI,SI,--,
AM1,AM1_26,72,SI,SI,SI,SI,--,
AM1,AM1_26,73,SI,SI,SI,SI,--,
AM1,AM1_26,74,SI,SI,SI,SI,--,
AM1,AM1_26,75,SI,SI,SI,SI,--,
AM1,AM1_26,76,SI,SI,SI,SI,--,
AM1,AM1_26,77,SI,SI,SI,SI,--,
AM1,AM1_26,78,SI,SI,SI,SI,--,
AM1,AM1_26,79,SI,SI,SI,SI,--,
AM1,AM1_26,80,SI,SI,SI,SI,--,
AM1,AM1_26,81,SI,SI,SI,SI,--,
AM1,AM1_26,82,SI,SI,SI,SI,--,
AM1,AM1_26,83,SI,SI,SI,SI,--,
AM1,AM1_26,84,SI,SI,SI,SI,--,
AM1,AM1_26,85,SI,SI,SI,SI,--,
AM1,AM1_26,86,SI,SI,SI,SI,--,
AM1,AM1_26,87,SI,SI,SI,SI,--,
AM1,AM1_26,88,SI,SI,SI,SI,--,
AM1,AM1_26,89,SI,SI,SI,SI,--,
AM1,AM1_26,90,SI,SI,SI,SI,--,
AM1,AM1_26,91,SI,SI,SI,SI,--,
AM1,AM1_26,92,SI,SI,SI,SI,--,
AM1,AM1_26,93,SI,SI,SI,SI,--,
AM1,AM1_26,94,SI,SI,SI,SI,--,
AM1,AM1_26,95,SI,SI,SI,SI,--,
AM1,AM1_26,96,SI,SI,SI,SI,--,
AM1,AM1_26,97,SI,SI,SI,SI,--,
AM1,AM1_26,98,SI,SI,SI,SI,--,
AM1,AM1_26,99,SI,SI,SI,SI,--,
AM1,AM1_26,100,SI,SI,SI,SI,--,
AM1,AM1_26,101,SI,SI,SI,SI,--,
AM1,AM1_26,102,SI,SI,SI,SI,--,
AM1,AM1_26,103,SI,SI,SI,SI,--,
AM1,AM1_26,104,SI,SI,SI,SI,--,
AM1,AM1_26,105,SI,SI,SI,SI,--,
AM1,AM1_26,106,SI,SI,SI,SI,--,
AM1,AM1_26,107,SI,SI,SI,SI,--,
AM1,AM1_26,108,SI,SI,SI,SI,--,
AM1,AM1_26,109,SI,SI,SI,SI,--,
AM1,AM1_26,110,SI,SI,SI,SI,--,
AM1,AM1_26,111,SI,SI,SI,SI,--,
AM1,AM1_26,112,SI,SI,SI,SI,--,
AM1,AM1_26,113,SI,SI,SI,SI,--,
AM1,AM1_26,114,SI,SI,SI,SI,--,
AM1,AM1_26,115,SI,SI,SI,SI,--,
AM1,AM1_26,116,SI,SI,SI,SI,--,
AM1,AM1_26,117,SI,SI,SI,SI,--,
AM1,AM1_26,118,SI,SI,SI,SI,--,
AM1,AM1_26,119,SI,SI,SI,SI,--,
AM1,AM1_26,120,SI,SI,SI,SI,--,
AM1,AM1_26,121,SI,SI,SI,SI,--,
AM1,AM1_26,122,SI,SI,SI,SI,--,
AM1,AM1_26,123,SI,SI,SI,SI,--,
AM1,AM1_26,124,SI,SI,SI,SI,--,
AM1,AM1_26,125,SI,SI,SI,SI,--,
AM1,AM1_26,126,SI,SI,SI,SI,--,
AM1,AM1_26,127,SI,SI,SI,SI,--,
AM1,AM1_26,128,SI,SI,SI,SI,--,
AM1,AM1_26,129,SI,SI,SI,SI,--,
AM1,AM1_26,130,SI,SI,SI,SI,--,
AM2,AM2_07,1,SI,SI,?,?,--,
AM2,AM2_07,2,SI,SI,?,?,--,
AM2,AM2_07,3,SI,SI,?,?,--,
