Famiglia,Corso,Lezione,PDF,AVI,JNT,CAMREC,CAMPROJ,Note
AL,AL_14,1,SI,SI,SI,?,--,
AL,AL_14,2,SI,SI,SI,?,--,
AL,AL_14,3,SI,SI,SI,?,--,
AL,AL_14,4,SI,SI,SI,?,--,
AL,AL_14,5,SI,SI,SI,?,--,
AL,AL_14,6,SI,SI,SI,?,--,
AL,AL_14,7,SI,SI,SI,?,--,
AL,AL_14,8,SI,SI,SI,?,--,
AL,AL_14,9,SI,SI,SI,?,--,
AL,AL_14,10,SI,SI,SI,?,--,
AL,AL_14,11,SI,SI,SI,?,--,
AL,AL_14,12,SI,SI,SI,?,--,
AL,AL_14,13,SI,SI,SI,?,--,
AL,AL_14,14,SI,SI,SI,?,--,
AL,AL_14,15,SI,SI,SI,?,--,
AL,AL_14,16,SI,SI,SI,?,--,
AL,AL_14,17,SI,SI,SI,?,--,
AL,AL_14,18,SI,SI,SI,?,--,
AL,AL_14,19,SI,SI,SI,?,--,
AL,AL_14,20,SI,SI,SI,?,--,
AL,AL_14,21,SI,SI,?,?,--,
AL,AL_14,22,SI,SI,SI,?,--,
AL,AL_14,23,SI,SI,SI,?,--,
AL,AL_14,24,SI,SI,SI,?,--,
AL,AL_14,25,SI,SI,SI,?,--,
AL,AL_14,26,SI,SI,SI,?,--,
AL,AL_14,27,SI,SI,SI,?,--,
AL,AL_14,28,SI,SI,SI,?,--,
AL,AL_14,29,SI,SI,SI,?,--,
AL,AL_14,30,SI,SI,SI,?,--,
AL,AL_14,31,SI,SI,SI,?,--,
AL,AL_14,32,SI,SI,SI,?,--,
AL,AL_14,33,SI,SI,SI,?,--,
AL,AL_14,34,SI,SI,SI,?,--,
AL,AL_14,35,SI,SI,SI,?,--,
AL,AL_14,36,SI,SI,SI,?,--,
AL,AL_14,37,SI,SI,SI,?,--,
AL,AL_14,38,SI,SI,SI,?,--,
AL,AL_14,39,SI,SI,SI,?,--,
AL,AL_14,40,SI,SI,SI,?,--,
AL,AL_14,41,SI,SI,SI,?,--,
AL,AL_14,42,SI,SI,SI,?,--,
AL,AL_14,43,SI,SI,SI,?,--,
AL,AL_14,44,SI,SI,SI,?,--,
AL,AL_14,45,SI,SI,SI,?,--,
AL,AL_14,46,SI,SI,SI,?,--,
AL,AL_14,47,SI,SI,SI,?,--,
AL,AL_14,48,SI,SI,SI,?,--,
AL,AL_14,49,SI,SI,SI,?,--,
AL,AL_14,50,SI,SI,SI,?,--,
AL,AL_14,51,SI,SI,SI,?,--,
AL,AL_14,52,SI,SI,SI,?,--,
AL,AL_14,53,SI,SI,SI,?,--,
AL,AL_14,54,SI,SI,SI,?,--,
AL,AL_14,55,SI,SI,SI,?,--,
AL,AL_14,56,SI,SI,SI,?,--,
AL,AL_14,57,SI,SI,SI,?,--,
AL,AL_14,58,SI,SI,SI,?,--,
AL,AL_14,59,SI,SI,SI,?,--,
AL,AL_15,1,SI,SI,SI,?,--,
AL,AL_15,2,SI,SI,SI,?,--,
AL,AL_15,3,SI,SI,SI,?,--,
AL,AL_15,4,SI,SI,SI,?,--,
AL,AL_15,5,SI,SI,SI,?,--,
AL,AL_15,6,SI,SI,SI,?,--,
AL,AL_15,7,SI,SI,SI,?,--,
AL,AL_15,8,SI,SI,SI,?,--,
AL,AL_15,9,SI,SI,SI,?,--,
AL,AL_15,10,SI,SI,SI,?,--,
AL,AL_15,11,SI,SI,SI,?,--,
AL,AL_15,12,SI,SI,SI,?,--,
AL,AL_15,13,SI,SI,SI,?,--,
AL,AL_15,14,SI,SI,SI,?,--,
AL,AL_15,15,SI,SI,SI,?,--,
AL,AL_15,16,SI,SI,SI,?,--,
AL,AL_15,17,SI,SI,SI,?,--,
AL,AL_15,18,SI,SI,SI,?,--,
AL,AL_15,19,SI,SI,SI,?,--,
AL,AL_15,20,SI,SI,SI,?,--,
AL,AL_15,21,SI,SI,SI,?,--,
AL,AL_15,22,SI,SI,SI,?,--,
AL,AL_15,23,SI,SI,SI,?,--,
AL,AL_15,24,SI,SI,SI,?,--,
AL,AL_15,25,SI,SI,SI,?,--,
AL,AL_15,26,SI,SI,SI,?,--,
AL,AL_15,27,SI,SI,SI,?,--,
AL,AL_15,28,SI,SI,SI,?,--,
AL,AL_15,29,SI,SI,SI,?,--,
AL,AL_15,30,SI,SI,SI,?,--,
AL,AL_15,31,SI,SI,SI,?,--,
AL,AL_15,32,SI,SI,SI,?,--,
AL,AL_15,33,SI,SI,SI,?,--,
AL,AL_15,34,SI,SI,SI,?,--,
AL,AL_15,35,SI,SI,SI,?,--,
AL,AL_15,36,SI,SI,SI,?,--,
AL,AL_15,37,SI,SI,SI,?,--,
AL,AL_15,38,SI,SI,SI,?,--,
AL,AL_15,39,SI,SI,SI,?,--,
AL,AL_15,40,SI,SI,SI,?,--,
AL,AL_15,41,SI,SI,SI,?,--,
AL,AL_15,42,SI,SI,SI,?,--,
AL,AL_15,43,SI,SI,SI,?,--,
AL,AL_15,44,SI,SI,SI,?,--,
AL,AL_15,45,SI,SI,SI,?,--,
AL,AL_15,46,SI,SI,SI,?,--,
AL,AL_15,47,SI,SI,SI,?,--,
AL,AL_15,48,SI,SI,SI,?,--,
AL,AL_15,49,SI,SI,SI,?,--,
AL,AL_15,50,SI,SI,SI,?,--,
AL,AL_15,51,SI,SI,SI,?,--,
AL,AL_15,52,SI,SI,SI,?,--,
AL,AL_15,53,SI,SI,SI,?,--,
AL,AL_15,54,SI,SI,SI,?,--,
AL,AL_15,55,SI,SI,SI,?,--,
AL,AL_15,56,SI,SI,SI,?,--,
AL,AL_15,57,SI,SI,SI,?,--,
AL,AL_15,58,SI,SI,SI,?,--,
AL,AL_15,59,SI,SI,SI,?,--,
AL,AL_15,60,SI,SI,SI,?,--,
AL,AL_19,1,SI,SI,SI,SI,--,
AL,AL_19,2,SI,SI,SI,SI,--,
AL,AL_19,3,SI,SI,SI,SI,--,
AL,AL_19,4,SI,SI,SI,SI,--,
AL,AL_19,5,SI,SI,SI,SI,--,
AL,AL_19,6,SI,SI,SI,SI,--,
AL,AL_19,7,SI,SI,SI,SI,--,
AL,AL_19,8,SI,SI,SI,SI,--,
AL,AL_19,9,SI,SI,SI,SI,--,
AL,AL_19,10,SI,SI,SI,SI,--,
AL,AL_19,11,SI,SI,SI,SI,--,
AL,AL_19,12,SI,SI,SI,SI,--,
AL,AL_19,13,SI,SI,SI,SI,--,
AL,AL_19,14,SI,SI,SI,SI,--,
AL,AL_19,15,SI,SI,SI,SI,--,
AL,AL_19,16,SI,SI,SI,SI,--,
AL,AL_19,17,SI,SI,SI,SI,--,
AL,AL_19,18,SI,SI,SI,SI,--,
AL,AL_19,19,SI,SI,SI,SI,--,
AL,AL_19,20,SI,SI,SI,SI,--,
AL,AL_19,21,SI,SI,SI,SI,--,
AL,AL_19,22,SI,SI,SI,SI,--,
AL,AL_19,23,SI,SI,SI,SI,--,
AL,AL_19,24,SI,SI,SI,SI,--,
AL,AL_19,25,SI,SI,SI,SI,--,
AL,AL_19,26,SI,SI,SI,SI,--,
AL,AL_19,27,SI,SI,SI,SI,--,
AL,AL_19,28,SI,SI,SI,SI,--,
AL,AL_19,29,SI,SI,SI,SI,--,
AL,AL_19,30,SI,SI,SI,SI,--,
AL,AL_19,31,SI,SI,SI,SI,--,
AL,AL_19,32,SI,SI,SI,SI,--,
AL,AL_19,33,SI,SI,SI,SI,--,
AL,AL_19,34,SI,SI,SI,SI,--,
AL,AL_19,35,SI,SI,SI,SI,--,
AL,AL_19,36,SI,SI,SI,SI,--,
AL,AL_19,37,SI,SI,SI,SI,--,
AL,AL_19,38,SI,SI,SI,SI,--,
AL,AL_19,39,SI,SI,SI,SI,--,
AL,AL_19,40,SI,SI,SI,SI,--,
AL,AL_19,41,SI,SI,SI,SI,--,
AL,AL_19,42,SI,SI,SI,SI,--,
AL,AL_19,43,SI,SI,SI,SI,--,
AL,AL_19,44,SI,SI,SI,SI,--,
AL,AL_19,45,SI,SI,SI,SI,--,
AL,AL_19,46,SI,SI,SI,SI,--,
AL,AL_19,47,SI,SI,SI,SI,--,
AL,AL_19,48,SI,SI,SI,SI,--,
AL,AL_19,49,SI,SI,SI,SI,--,
AL,AL_19,50,SI,SI,SI,SI,--,
AL,AL_19,51,SI,SI,SI,SI,--,
AL,AL_19,52,SI,SI,SI,SI,--,
AL,AL_19,53,SI,SI,SI,SI,--,
AL,AL_19,54,SI,SI,SI,SI,--,
AL,AL_19,55,SI,SI,SI,SI,--,
AL,AL_19,56,SI,SI,SI,SI,--,
AL,AL_19,57,SI,SI,SI,SI,--,
AL,AL_19,58,SI,SI,SI,SI,--,
AL,AL_19,59,SI,SI,SI,SI,--,
AL,AL_19,60,SI,SI,SI,SI,--,
AL,AL_22,1,SI,SI,SI,SI,--,
AL,AL_22,2,SI,SI,SI,SI,--,
AL,AL_22,3,SI,SI,SI,SI,--,
AL,AL_22,4,SI,SI,SI,SI,--,
AL,AL_22,5,SI,SI,SI,SI,--,
AL,AL_22,6,SI,SI,SI,SI,--,
AL,AL_22,7,SI,SI,SI,SI,--,
AL,AL_22,8,SI,SI,SI,SI,--,
AL,AL_22,9,SI,SI,SI,SI,--,
AL,AL_22,10,SI,SI,SI,SI,--,
AL,AL_22,11,SI,SI,SI,SI,--,
AL,AL_22,12,SI,SI,SI,SI,--,
AL,AL_22,13,SI,SI,SI,SI,--,
AL,AL_22,14,SI,SI,SI,SI,--,
AL,AL_22,15,SI,SI,SI,SI,--,
AL,AL_22,16,SI,SI,SI,SI,--,
AL,AL_22,17,SI,SI,SI,SI,--,
AL,AL_22,18,SI,SI,SI,SI,--,
AL,AL_22,19,SI,SI,SI,SI,--,
AL,AL_22,20,SI,SI,SI,SI,--,
AL,AL_22,21,SI,SI,SI,SI,--,
AL,AL_22,22,SI,SI,SI,SI,--,
AL,AL_22,23,SI,SI,SI,SI,--,
AL,AL_22,24,SI,SI,SI,SI,--,
AL,AL_22,25,SI,SI,SI,SI,--,
AL,AL_22,26,SI,SI,SI,SI,--,
AL,AL_22,27,SI,SI,SI,SI,--,
AL,AL_22,28,SI,SI,SI,SI,--,
AL,AL_22,29,SI,SI,SI,SI,--,
AL,AL_22,30,SI,SI,SI,SI,--,
AL,AL_22,31,SI,SI,SI,SI,--,
AL,AL_22,32,SI,SI,SI,SI,--,
AL,AL_22,33,SI,SI,SI,SI,--,
AL,AL_22,34,SI,SI,SI,SI,--,
AL,AL_22,35,SI,SI,SI,SI,--,
AL,AL_22,36,SI,SI,SI,SI,--,
AL,AL_22,37,SI,SI,SI,SI,--,
AL,AL_22,38,SI,SI,SI,SI,--,
AL,AL_22,39,SI,SI,SI,SI,--,
AL,AL_22,40,SI,SI,SI,SI,--,
AL,AL_22,41,SI,SI,SI,SI,--,
AL,AL_22,42,SI,SI,SI,SI,--,
AL,AL_22,43,SI,SI,SI,SI,--,
AL,AL_22,44,SI,SI,SI,SI,--,
AL,AL_22,45,SI,SI,SI,SI,--,
AL,AL_22,46,SI,SI,SI,SI,--,
AL,AL_22,47,SI,SI,SI,SI,--,
AL,AL_22,48,SI,SI,SI,SI,--,
AL,AL_22,49,SI,SI,SI,SI,--,
AL,AL_22,50,SI,SI,SI,SI,--,
AL,AL_22,51,SI,SI,SI,SI,--,
AL,AL_22,52,SI,SI,SI,SI,--,
AL,AL_22,53,SI,SI,SI,SI,--,
AL,AL_22,54,SI,SI,SI,SI,--,
AL,AL_22,55,SI,SI,SI,SI,--,
AL,AL_22,56,SI,SI,SI,SI,--,
AL,AL_22,57,SI,SI,SI,SI,--,
AL,AL_22,58,SI,SI,SI,SI,--,
AL,AL_22,59,SI,SI,SI,SI,--,
AL,AL_22,60,SI,SI,SI,SI,--,
AL,AL_23,1,SI,SI,SI,SI,--,
AL,AL_23,2,SI,SI,SI,SI,--,
AL,AL_23,3,SI,SI,SI,SI,--,
AL,AL_23,4,SI,SI,SI,SI,SI,"CAMREC: AL_23_L04-bis.camrec, AL_23_L04.camrec"
AL,AL_23,5,SI,SI,SI,SI,--,
AL,AL_23,6,SI,SI,SI,SI,--,
AL,AL_23,7,SI,SI,SI,SI,--,
AL,AL_23,8,SI,SI,SI,SI,--,
AL,AL_23,9,SI,SI,SI,SI,--,
AL,AL_23,10,SI,SI,SI,SI,--,
AL,AL_23,11,SI,SI,SI,SI,--,
AL,AL_23,12,SI,SI,SI,SI,--,
AL,AL_23,13,SI,SI,SI,SI,--,
AL,AL_23,14,SI,SI,SI,SI,--,
AL,AL_23,15,SI,SI,SI,SI,--,
AL,AL_23,16,SI,SI,SI,SI,--,
AL,AL_23,17,SI,SI,SI,SI,--,
AL,AL_23,18,SI,SI,SI,SI,--,
AL,AL_23,19,SI,SI,SI,SI,--,
AL,AL_23,20,SI,SI,SI,SI,--,
AL,AL_23,21,SI,SI,SI,SI,--,
AL,AL_23,22,SI,SI,SI,SI,--,
AL,AL_23,23,SI,SI,SI,SI,--,
AL,AL_23,24,SI,SI,SI,SI,--,
AL,AL_23,25,SI,SI,SI,SI,--,
AL,AL_23,26,SI,SI,SI,SI,--,
AL,AL_23,27,SI,SI,SI,SI,--,
AL,AL_23,28,SI,SI,SI,SI,--,
AL,AL_23,29,SI,SI,SI,SI,--,
AL,AL_23,30,SI,SI,SI,SI,--,
AL,AL_23,31,SI,SI,SI,SI,--,
AL,AL_23,32,SI,SI,SI,SI,--,
AL,AL_23,33,SI,SI,SI,SI,--,
AL,AL_23,34,SI,SI,SI,SI,--,
AL,AL_23,35,SI,SI,SI,SI,--,
AL,AL_23,36,SI,SI,SI,SI,--,
AL,AL_23,37,SI,SI,SI,SI,--,
AL,AL_23,38,SI,SI,SI,SI,--,
AL,AL_23,39,SI,SI,SI,SI,--,
AL,AL_23,40,SI,SI,SI,SI,--,
AL,AL_23,41,SI,SI,SI,SI,--,
AL,AL_23,42,SI,SI,SI,SI,--,
AL,AL_23,43,SI,SI,SI,SI,--,
AL,AL_23,44,SI,SI,SI,SI,--,
AL,AL_23,45,SI,SI,SI,SI,--,
AL,AL_23,46,SI,SI,SI,SI,--,
AL,AL_23,47,SI,SI,SI,SI,--,
AL,AL_23,48,SI,SI,SI,SI,--,
AL,AL_23,49,SI,SI,SI,SI,--,
AL,AL_23,50,SI,SI,SI,SI,--,
AL,AL_23,51,SI,SI,SI,SI,--,
AL,AL_23,52,SI,SI,SI,SI,--,
AL,AL_23,53,SI,SI,SI,SI,--,
AL,AL_23,54,SI,SI,SI,SI,--,
AL,AL_23,55,SI,SI,SI,SI,--,
AL,AL_23,56,SI,NO,SI,NO,NO,Missing storico documentato nel JS del corso
AL,AL_23,57,SI,SI,SI,SI,--,
AL,AL_23,58,SI,SI,SI,SI,--,
AL,AL_23,59,SI,SI,SI,SI,--,
AL,AL_23,60,SI,SI,SI,SI,--,
AL,AL_24,1,SI,SI,SI,SI,--,
AL,AL_24,2,SI,SI,SI,SI,--,
AL,AL_24,3,SI,SI,SI,SI,--,
AL,AL_24,4,SI,SI,SI,SI,--,
AL,AL_24,5,SI,SI,SI,SI,--,
AL,AL_24,6,SI,SI,SI,SI,--,
AL,AL_24,7,SI,SI,SI,SI,--,
AL,AL_24,8,SI,SI,SI,SI,--,
AL,AL_24,9,SI,SI,SI,SI,--,
AL,AL_24,10,SI,SI,SI,SI,--,
AL,AL_24,11,SI,SI,SI,SI,--,
AL,AL_24,12,SI,SI,SI,SI,--,
AL,AL_24,13,SI,SI,SI,SI,--,
AL,AL_24,14,SI,SI,SI,SI,--,
AL,AL_24,15,SI,SI,SI,SI,--,
AL,AL_24,16,SI,SI,SI,SI,--,
AL,AL_24,17,SI,SI,SI,SI,--,
AL,AL_24,18,SI,SI,SI,SI,--,
AL,AL_24,19,SI,SI,SI,SI,--,
AL,AL_24,20,SI,SI,SI,SI,--,
AL,AL_24,21,SI,SI,SI,SI,--,
AL,AL_24,22,SI,SI,SI,SI,--,
AL,AL_24,23,SI,SI,SI,SI,--,
AL,AL_24,24,SI,SI,SI,SI,--,
AL,AL_24,25,SI,SI,SI,SI,--,
AL,AL_24,26,SI,SI,SI,SI,--,
AL,AL_24,27,SI,SI,SI,SI,--,
AL,AL_24,28,SI,SI,SI,SI,--,
AL,AL_24,29,SI,SI,SI,SI,--,
AL,AL_24,30,SI,SI,SI,SI,--,
AL,AL_24,31,SI,SI,SI,SI,--,
AL,AL_24,32,SI,SI,SI,SI,--,
AL,AL_24,33,SI,SI,SI,SI,--,
AL,AL_24,34,SI,SI,SI,SI,--,
AL,AL_24,35,SI,SI,SI,SI,--,
AL,AL_24,36,SI,SI,SI,SI,--,
AL,AL_24,37,SI,SI,SI,SI,--,
AL,AL_24,38,SI,SI,SI,SI,--,
AL,AL_24,39,SI,SI,SI,SI,--,
AL,AL_24,40,SI,SI,SI,SI,--,
AL,AL_24,41,SI,SI,SI,SI,--,
AL,AL_24,42,SI,SI,SI,SI,--,
AL,AL_24,43,SI,SI,SI,SI,--,
AL,AL_24,44,SI,SI,SI,SI,--,
AL,AL_24,45,SI,SI,SI,SI,--,
AL,AL_24,46,SI,SI,SI,SI,--,
AL,AL_24,47,SI,SI,SI,SI,--,
AL,AL_24,48,SI,SI,SI,SI,--,
AL,AL_24,49,SI,SI,SI,SI,--,
AL,AL_24,50,SI,SI,SI,SI,--,
AL,AL_24,51,SI,SI,SI,SI,--,
AL,AL_24,52,SI,SI,SI,SI,--,
AL,AL_24,53,SI,SI,SI,SI,--,
AL,AL_24,54,SI,SI,SI,SI,--,
AL,AL_24,55,SI,SI,SI,SI,--,
AL,AL_24,56,SI,SI,SI,SI,--,
AL,AL_24,57,SI,SI,SI,SI,--,
AL,AL_24,58,SI,SI,SI,SI,--,
AL,AL_24,59,SI,SI,SI,SI,--,
AM12,AM12_07,1,SI,SI,?,?,--,
AM12,AM12_07,2,SI,SI,?,?,--,
AM12,AM12_07,3,SI,SI,?,?,--,
AM12,AM12_07,4,SI,SI,?,?,--,
AM12,AM12_07,5,SI,SI,?,?,--,
AM12,AM12_07,6,SI,SI,?,?,--,
AM12,AM12_07,7,SI,SI,?,?,--,
AM12,AM12_07,8,SI,SI,?,?,--,
AM12,AM12_07,9,SI,SI,?,?,--,
AM12,AM12_07,10,SI,SI,?,?,--,
AM12,AM12_07,11,SI,SI,?,?,--,
AM12,AM12_07,12,SI,SI,?,?,--,
AM12,AM12_07,13,SI,SI,?,?,--,
AM12,AM12_07,14,SI,SI,?,?,--,
AM12,AM12_07,15,SI,SI,?,?,--,
AM12,AM12_07,16,SI,SI,?,?,--,
AM12,AM12_07,17,SI,SI,?,?,--,
AM12,AM12_07,18,SI,SI,?,?,--,
AM12,AM12_07,19,SI,SI,?,?,--,
AM12,AM12_07,20,SI,SI,?,?,--,
AM12,AM12_07,21,SI,SI,?,?,--,
AM12,AM12_07,22,SI,SI,?,?,--,
AM12,AM12_07,23,SI,SI,?,?,--,
AM12,AM12_07,24,SI,SI,?,?,--,
AM12,AM12_07,25,SI,SI,?,?,--,
AM12,AM12_07,26,SI,SI,?,?,--,
AM12,AM12_07,27,SI,SI,?,?,--,
AM12,AM12_07,28,SI,SI,?,?,--,
AM12,AM12_07,29,SI,SI,?,?,--,
AM12,AM12_07,30,SI,SI,?,?,--,
AM12,AM12_07,31,SI,SI,?,?,--,
AM12,AM12_07,32,SI,SI,?,?,--,
AM12,AM12_07,33,SI,SI,?,?,--,
AM12,AM12_07,34,SI,SI,?,?,--,
AM12,AM12_07,35,SI,SI,?,?,--,
AM12,AM12_07,36,SI,SI,?,?,--,
AM12,AM12_07,37,SI,SI,?,?,--,
AM12,AM12_07,38,SI,SI,?,?,--,
AM12,AM12_07,39,SI,SI,?,?,--,
AM12,AM12_07,40,SI,SI,?,?,--,
AM12,AM12_07,41,SI,SI,?,?,--,
AM12,AM12_07,42,SI,SI,?,?,--,
AM12,AM12_07,43,SI,SI,?,?,--,
AM12,AM12_07,44,SI,SI,?,?,--,
AM12,AM12_07,45,SI,SI,?,?,--,
AM12,AM12_07,46,SI,SI,?,?,--,
AM12,AM12_07,47,SI,SI,?,?,--,
AM12,AM12_07,48,SI,SI,?,?,--,
AM12,AM12_07,49,SI,SI,?,?,--,
AM12,AM12_07,50,SI,SI,?,?,--,
AM12,AM12_07,51,SI,SI,?,?,--,
AM12,AM12_07,52,SI,SI,?,?,--,
AM12,AM12_07,53,SI,SI,?,?,--,
AM12,AM12_07,54,SI,SI,?,?,--,
AM12,AM12_07,55,SI,SI,?,?,--,
AM12,AM12_07,56,SI,SI,?,?,--,
AM12,AM12_07,57,SI,SI,?,?,--,
AM12,AM12_07,58,SI,SI,?,?,--,
AM12,AM12_07,59,SI,SI,?,?,--,
AM12,AM12_07,60,NO,NO,NO,NO,NO,Missing storico confermato; nessun materiale digitale disponibile
AM12,AM12_07,61,NO,NO,NO,NO,NO,Missing storico confermato; nessun materiale digitale disponibile
AM12,AM12_07,62,SI,SI,?,?,--,
AM12,AM12_07,63,SI,SI,?,?,--,
AM12,AM12_07,64,SI,SI,?,?,--,
AM12,AM12_07,65,SI,SI,?,?,--,
AM12,AM12_07,66,SI,SI,?,?,--,
AM12,AM12_07,67,SI,SI,?,?,--,
AM12,AM12_07,68,SI,SI,?,?,--,
AM12,AM12_07,69,SI,SI,?,?,--,
AM12,AM12_07,70,SI,SI,?,?,--,
AM12,AM12_07,71,SI,SI,?,?,--,
AM12,AM12_07,72,SI,SI,?,?,--,
AM12,AM12_07,73,SI,SI,?,?,--,
AM12,AM12_07,74,SI,SI,?,?,--,
AM12,AM12_07,75,SI,SI,?,?,--,
AM12,AM12_07,76,SI,SI,?,?,--,
AM12,AM12_07,77,SI,SI,?,?,--,
AM12,AM12_07,78,SI,SI,?,?,--,
AM12,AM12_07,79,SI,SI,?,?,--,
AM12,AM12_07,80,SI,SI,?,?,--,
AM12,AM12_07,81,SI,SI,?,?,--,
AM12,AM12_07,82,SI,SI,?,?,--,
AM12,AM12_07,83,SI,SI,?,?,--,
AM12,AM12_07,84,SI,SI,?,?,--,
AM12,AM12_07,85,SI,SI,?,?,--,
AM12,AM12_07,86,SI,SI,?,?,--,
AM12,AM12_07,87,SI,SI,?,?,--,
AM12,AM12_07,88,SI,SI,?,?,--,
AM12,AM12_07,89,SI,SI,?,?,--,
AM12,AM12_07,90,SI,SI,?,?,--,
AM12,AM12_07,91,SI,SI,?,?,--,
AM12,AM12_07,92,SI,SI,?,?,--,
AM12,AM12_07,93,SI,SI,?,?,--,
AM12,AM12_07,94,SI,SI,?,?,--,
AM12,AM12_07,95,SI,SI,?,?,--,
AM12,AM12_07,96,SI,SI,?,?,--,
AM12,AM12_07,97,SI,SI,?,?,--,
AM12,AM12_07,98,SI,SI,?,?,--,
AM12,AM12_07,99,SI,SI,?,?,--,
AM12,AM12_07,100,SI,SI,?,?,--,
AM12,AM12_08,1,SI,SI,?,?,--,
AM12,AM12_08,2,SI,SI,?,?,--,
AM12,AM12_08,3,SI,SI,?,?,--,
AM12,AM12_08,4,SI,SI,?,?,--,
AM12,AM12_08,5,SI,SI,?,?,--,
AM12,AM12_08,6,SI,SI,?,?,--,
AM12,AM12_08,7,SI,SI,?,?,--,
AM12,AM12_08,8,SI,SI,?,?,--,
AM12,AM12_08,9,SI,SI,?,?,--,
AM12,AM12_08,10,SI,SI,?,?,--,
AM12,AM12_08,11,SI,SI,?,?,--,
AM12,AM12_08,12,SI,SI,?,?,--,
AM12,AM12_08,13,SI,SI,?,?,--,
AM12,AM12_08,14,SI,SI,?,?,--,
AM12,AM12_08,15,SI,SI,?,?,--,
AM12,AM12_08,16,SI,SI,?,?,--,
AM12,AM12_08,17,SI,SI,?,?,--,
AM12,AM12_08,18,SI,SI,?,?,--,
AM12,AM12_08,19,SI,SI,?,?,--,
AM12,AM12_08,20,SI,SI,?,?,--,
AM12,AM12_08,21,SI,SI,?,?,--,
AM12,AM12_08,22,SI,SI,?,?,--,
AM12,AM12_08,23,SI,SI,?,?,--,
AM12,AM12_08,24,SI,SI,?,?,--,
AM12,AM12_08,25,SI,SI,?,?,--,
AM12,AM12_08,26,SI,SI,?,?,--,
AM12,AM12_08,27,SI,SI,?,?,--,
AM12,AM12_08,28,SI,SI,?,?,--,
AM12,AM12_08,29,SI,SI,?,?,--,
AM12,AM12_08,30,SI,SI,?,?,--,
AM12,AM12_08,31,SI,SI,?,?,--,
AM12,AM12_08,32,SI,SI,?,?,--,
AM12,AM12_08,33,SI,SI,?,?,--,
AM12,AM12_08,34,SI,SI,?,?,--,
AM12,AM12_08,35,SI,SI,?,?,--,
AM12,AM12_08,36,SI,SI,?,?,--,
AM12,AM12_08,37,SI,SI,?,?,--,
AM12,AM12_08,38,SI,SI,?,?,--,
AM12,AM12_08,39,SI,SI,?,?,--,
AM12,AM12_08,40,SI,SI,?,?,--,
AM12,AM12_08,41,SI,SI,?,?,--,
AM12,AM12_08,42,SI,SI,?,?,--,
AM12,AM12_08,43,SI,SI,?,?,--,
AM12,AM12_08,44,SI,SI,?,?,--,
AM12,AM12_08,45,SI,SI,?,?,--,
AM12,AM12_08,46,SI,SI,?,?,--,
AM12,AM12_08,47,SI,SI,?,?,--,
AM12,AM12_08,48,SI,SI,?,?,--,
AM12,AM12_08,49,SI,SI,?,?,--,
AM12,AM12_08,50,SI,SI,?,?,--,
AM12,AM12_08,51,SI,SI,?,?,--,
AM12,AM12_08,52,SI,SI,?,?,--,
AM12,AM12_08,53,SI,SI,?,?,--,
AM12,AM12_08,54,SI,SI,?,?,--,
AM12,AM12_08,55,SI,SI,?,?,--,
AM12,AM12_08,56,SI,SI,?,?,--,
AM12,AM12_08,57,SI,SI,?,?,--,
AM12,AM12_08,58,SI,SI,?,?,--,
AM12,AM12_08,59,SI,SI,?,?,--,
AM12,AM12_08,60,SI,SI,?,?,--,
AM12,AM12_08,61,SI,SI,?,?,--,
AM12,AM12_08,62,SI,SI,?,?,--,
AM12,AM12_08,63,SI,SI,?,?,--,
AM12,AM12_08,64,SI,SI,?,?,--,
AM12,AM12_08,65,SI,SI,?,?,--,
AM12,AM12_08,66,SI,SI,?,?,--,
AM12,AM12_08,67,SI,SI,?,?,--,
AM12,AM12_08,68,SI,SI,?,?,--,
AM12,AM12_08,69,SI,SI,?,?,--,
AM12,AM12_08,70,SI,SI,?,?,--,
AM12,AM12_08,71,SI,SI,?,?,--,
AM12,AM12_08,72,SI,SI,?,?,--,
AM12,AM12_08,73,SI,SI,?,?,--,
AM12,AM12_08,74,SI,SI,?,?,--,
AM12,AM12_08,75,SI,SI,?,?,--,
AM12,AM12_08,76,SI,SI,?,?,--,
AM12,AM12_08,77,SI,SI,?,?,--,
AM12,AM12_08,78,SI,SI,?,?,--,
AM12,AM12_08,79,SI,SI,?,?,--,
AM12,AM12_08,80,SI,SI,?,?,--,
AM12,AM12_08,81,SI,SI,?,?,--,
AM12,AM12_08,82,SI,SI,?,?,--,
AM12,AM12_08,83,SI,SI,?,?,--,
AM12,AM12_08,84,SI,SI,?,?,--,
AM12,AM12_08,85,SI,SI,?,?,--,
AM12,AM12_08,86,SI,SI,?,?,--,
AM12,AM12_08,87,SI,SI,?,?,--,
AM12,AM12_08,88,SI,SI,?,?,--,
AM12,AM12_08,89,SI,SI,?,?,--,
AM12,AM12_08,90,SI,SI,?,?,--,
AM12,AM12_08,91,SI,SI,?,?,--,
AM12,AM12_08,92,SI,SI,?,?,--,
AM12,AM12_08,93,SI,SI,?,?,--,
AM12,AM12_08,94,SI,SI,?,?,--,
AM12,AM12_08,95,SI,SI,?,?,--,
AM12,AM12_08,96,SI,SI,?,?,--,
AM12,AM12_08,97,SI,SI,?,?,--,
AM12,AM12_08,98,SI,SI,?,?,--,
AM12,AM12_08,99,SI,SI,?,?,--,
AM12,AM12_08,100,SI,SI,?,?,--,
AM1,AM1_09,1,SI,SI,?,?,--,
